talk_id,name,title,description,url,duration,film_date,published_date,number_of_words,languages,comments,views,main_speaker,speaker_occupation,num_speaker,speed_of_speech,event,event_type,related_talks,tags,ratings,beautiful,confusing,courageous,fascinating,funny,informative,ingenious,inspiring,jaw-dropping,longwinded,ok,obnoxious,persuasive,unconvincing
857,"Ariel Garten: Know thyself, with a brain scanner","Know thyself, with a brain scanner","Imagine playing a video game controlled by your mind. Now imagine that game also teaches you about your own patterns of stress, relaxation and focus. Ariel Garten shows how looking at our own brain activity gives new meaning to the ancient dictum ""know thyself.""","https://www.ted.com/talks/ariel_garten_know_thyself_with_a_brain_scanner
",15.066666666666666,2011-09-23,2011-01-26,2447,26,146,399314,Ariel Garten,"Artist, scientist and entrepreneur",1,162.41150442477877,TEDxToronto 2011,tedx,[],"['TEDx', 'neuroscience', 'psychology', 'science', 'technology']","[{'id': 21, 'name': 'Unconvincing', 'count': 156}, {'id': 8, 'name': 'Informative', 'count': 95}, {'id': 2, 'name': 'Confusing', 'count': 25}, {'id': 25, 'name': 'OK', 'count': 84}, {'id': 11, 'name': 'Longwinded', 'count': 106}, {'id': 23, 'name': 'Jaw-dropping', 'count': 31}, {'id': 9, 'name': 'Ingenious', 'count': 60}, {'id': 22, 'name': 'Fascinating', 'count': 144}, {'id': 26, 'name': 'Obnoxious', 'count': 44}, {'id': 10, 'name': 'Inspiring', 'count': 94}, {'id': 1, 'name': 'Beautiful', 'count': 23}, {'id': 3, 'name': 'Courageous', 'count': 18}, {'id': 24, 'name': 'Persuasive', 'count': 28}, {'id': 7, 'name': 'Funny', 'count': 1}]",23.0,25.0,18.0,144.0,1.0,95.0,60.0,94.0,31.0,106.0,84.0,44.0,28.0,156.0
858,Bruce Feiler: The council of dads,The council of dads,"Diagnosed with cancer, Bruce Feiler worried first about his young family. So -- as he shares in this funny, rambling and ultimately thoughtful talk -- he asked his closest friends to become a ""council of dads,"" bringing their own lifetimes of wisdom to advise his twin daughters as they grow.","https://www.ted.com/talks/bruce_feiler_the_council_of_dads
",20.55,2010-10-10,2011-01-27,4015,20,58,465856,Bruce Feiler,Writer,1,195.3771289537713,TEDMED 2010,med,[331],"['cancer', 'community', 'culture', 'storytelling']","[{'id': 10, 'name': 'Inspiring', 'count': 278}, {'id': 1, 'name': 'Beautiful', 'count': 112}, {'id': 3, 'name': 'Courageous', 'count': 114}, {'id': 11, 'name': 'Longwinded', 'count': 38}, {'id': 7, 'name': 'Funny', 'count': 26}, {'id': 25, 'name': 'OK', 'count': 32}, {'id': 22, 'name': 'Fascinating', 'count': 25}, {'id': 26, 'name': 'Obnoxious', 'count': 9}, {'id': 21, 'name': 'Unconvincing', 'count': 7}, {'id': 23, 'name': 'Jaw-dropping', 'count': 16}, {'id': 2, 'name': 'Confusing', 'count': 12}, {'id': 24, 'name': 'Persuasive', 'count': 32}, {'id': 9, 'name': 'Ingenious', 'count': 9}, {'id': 8, 'name': 'Informative', 'count': 10}]",112.0,12.0,114.0,25.0,26.0,10.0,9.0,278.0,16.0,38.0,32.0,9.0,32.0,7.0
859,Kate Orff: Reviving New York's rivers -- with oysters!,Reviving New York's rivers -- with oysters!,"Architect Kate Orff sees the oyster as an agent of urban change. Bundled into beds and sunk into city rivers, oysters slurp up pollution and make legendarily dirty waters clean -- thus driving even more innovation in ""oyster-tecture."" Orff shares her vision for an urban landscape that links nature and humanity for mutual benefit.","https://www.ted.com/talks/kate_orff_oysters_as_architecture
",10.116666666666667,2010-12-08,2011-01-31,1592,25,76,316975,Kate Orff,Landscape architect,1,157.36408566721582,TEDWomen 2010,women,[],"['architecture', 'biology', 'cities', 'design']","[{'id': 22, 'name': 'Fascinating', 'count': 127}, {'id': 9, 'name': 'Ingenious', 'count': 173}, {'id': 1, 'name': 'Beautiful', 'count': 36}, {'id': 10, 'name': 'Inspiring', 'count': 155}, {'id': 3, 'name': 'Courageous', 'count': 24}, {'id': 24, 'name': 'Persuasive', 'count': 78}, {'id': 8, 'name': 'Informative', 'count': 140}, {'id': 21, 'name': 'Unconvincing', 'count': 35}, {'id': 7, 'name': 'Funny', 'count': 36}, {'id': 25, 'name': 'OK', 'count': 39}, {'id': 26, 'name': 'Obnoxious', 'count': 13}, {'id': 2, 'name': 'Confusing', 'count': 13}, {'id': 23, 'name': 'Jaw-dropping', 'count': 13}, {'id': 11, 'name': 'Longwinded', 'count': 7}]",36.0,13.0,24.0,127.0,36.0,140.0,173.0,155.0,13.0,7.0,39.0,13.0,78.0,35.0
860,Dale Dougherty: We are makers,We are makers,"America was built by makers -- curious, enthusiastic amateur inventors whose tinkering habit sparked whole new industries. At TED@MotorCity, MAKE magazine publisher Dale Dougherty says we're all makers at heart, and shows cool new tools to tinker with, like Arduinos, affordable 3D printers, even DIY satellites.","https://www.ted.com/talks/dale_dougherty_we_are_makers
",11.783333333333333,2011-01-09,2011-02-01,1904,30,98,724865,Dale Dougherty,Tech publisher,1,161.58415841584159,TED@MotorCity,satellite,[1857],"['cities', 'collaboration', 'computers', 'curiosity', 'design', 'drones', 'hack', 'innovation', 'manufacturing', 'media', 'technology']","[{'id': 10, 'name': 'Inspiring', 'count': 277}, {'id': 9, 'name': 'Ingenious', 'count': 51}, {'id': 7, 'name': 'Funny', 'count': 52}, {'id': 21, 'name': 'Unconvincing', 'count': 60}, {'id': 25, 'name': 'OK', 'count': 147}, {'id': 24, 'name': 'Persuasive', 'count': 94}, {'id': 22, 'name': 'Fascinating', 'count': 90}, {'id': 8, 'name': 'Informative', 'count': 126}, {'id': 1, 'name': 'Beautiful', 'count': 11}, {'id': 23, 'name': 'Jaw-dropping', 'count': 17}, {'id': 3, 'name': 'Courageous', 'count': 14}, {'id': 11, 'name': 'Longwinded', 'count': 58}, {'id': 2, 'name': 'Confusing', 'count': 13}, {'id': 26, 'name': 'Obnoxious', 'count': 13}]",11.0,13.0,14.0,90.0,52.0,126.0,51.0,277.0,17.0,58.0,147.0,13.0,94.0,60.0
861,Johanna Blakley: Social media and the end of gender,Social media and the end of gender,"Media and advertising companies still use the same old demographics to understand audiences, but they're becoming increasingly harder to track online, says media researcher Johanna Blakley. As social media outgrows traditional media, and women users outnumber men, Blakley explains what changes are in store for the future of media.","https://www.ted.com/talks/johanna_blakley_social_media_and_the_end_of_gender
",8.45,2010-12-08,2011-02-02,1285,35,168,1272294,Johanna Blakley,Media maven,1,152.07100591715977,TEDWomen 2010,women,"[35, 471, 1715, 2117, 2320]","['advertising', 'culture', 'entertainment', 'media', 'social media']","[{'id': 22, 'name': 'Fascinating', 'count': 152}, {'id': 24, 'name': 'Persuasive', 'count': 175}, {'id': 8, 'name': 'Informative', 'count': 466}, {'id': 10, 'name': 'Inspiring', 'count': 114}, {'id': 9, 'name': 'Ingenious', 'count': 41}, {'id': 21, 'name': 'Unconvincing', 'count': 190}, {'id': 2, 'name': 'Confusing', 'count': 35}, {'id': 26, 'name': 'Obnoxious', 'count': 30}, {'id': 25, 'name': 'OK', 'count': 255}, {'id': 11, 'name': 'Longwinded', 'count': 45}, {'id': 1, 'name': 'Beautiful', 'count': 25}, {'id': 3, 'name': 'Courageous', 'count': 21}, {'id': 7, 'name': 'Funny', 'count': 22}, {'id': 23, 'name': 'Jaw-dropping', 'count': 8}]",25.0,35.0,21.0,152.0,22.0,466.0,41.0,114.0,8.0,45.0,255.0,30.0,175.0,190.0
862,Christopher McDougall: Are we born to run?,Are we born to run?,"Christopher McDougall explores the mysteries of the human desire to run. How did running help early humans survive -- and what urges from our ancient ancestors spur us on today? McDougall tells the story of the marathoner with a heart of gold, the unlikely ultra-runner, and the hidden tribe in Mexico that runs to live.","https://www.ted.com/talks/christopher_mcdougall_are_we_born_to_run
",15.866666666666667,2010-07-11,2011-02-03,3086,32,350,2434842,Christopher McDougall,"Journalist, runner",1,194.49579831932772,TEDxPennQuarter,tedx,[1570],"['TEDx', 'entertainment', 'health', 'journalism', 'science', 'sports']","[{'id': 24, 'name': 'Persuasive', 'count': 493}, {'id': 22, 'name': 'Fascinating', 'count': 715}, {'id': 10, 'name': 'Inspiring', 'count': 851}, {'id': 21, 'name': 'Unconvincing', 'count': 98}, {'id': 8, 'name': 'Informative', 'count': 610}, {'id': 9, 'name': 'Ingenious', 'count': 96}, {'id': 25, 'name': 'OK', 'count': 98}, {'id': 23, 'name': 'Jaw-dropping', 'count': 116}, {'id': 7, 'name': 'Funny', 'count': 124}, {'id': 1, 'name': 'Beautiful', 'count': 73}, {'id': 26, 'name': 'Obnoxious', 'count': 27}, {'id': 2, 'name': 'Confusing', 'count': 23}, {'id': 3, 'name': 'Courageous', 'count': 59}, {'id': 11, 'name': 'Longwinded', 'count': 38}]",73.0,23.0,59.0,715.0,124.0,610.0,96.0,851.0,116.0,38.0,98.0,27.0,493.0,98.0
863,"Suheir Hammad: Poems of war, peace, women, power","Poems of war, peace, women, power","Poet Suheir Hammad performs two spine-tingling spoken-word pieces: ""What I Will"" and ""break (clustered)"" -- meditations on war and peace, on women and power. Wait for the astonishing line: ""Do not fear what has blown up. If you must, fear the unexploded.""","https://www.ted.com/talks/suheir_hammad_poems_of_war_peace_women_power
",5.883333333333334,2010-12-08,2011-02-04,633,35,89,599444,Suheir Hammad,"Poet, playwright",1,107.59206798866855,TEDWomen 2010,women,[],"['culture', 'global issues', 'performance', 'poetry', 'war', 'women']","[{'id': 23, 'name': 'Jaw-dropping', 'count': 97}, {'id': 3, 'name': 'Courageous', 'count': 164}, {'id': 10, 'name': 'Inspiring', 'count': 311}, {'id': 25, 'name': 'OK', 'count': 42}, {'id': 21, 'name': 'Unconvincing', 'count': 23}, {'id': 1, 'name': 'Beautiful', 'count': 334}, {'id': 11, 'name': 'Longwinded', 'count': 15}, {'id': 22, 'name': 'Fascinating', 'count': 86}, {'id': 9, 'name': 'Ingenious', 'count': 45}, {'id': 26, 'name': 'Obnoxious', 'count': 17}, {'id': 24, 'name': 'Persuasive', 'count': 29}, {'id': 2, 'name': 'Confusing', 'count': 17}, {'id': 8, 'name': 'Informative', 'count': 8}, {'id': 7, 'name': 'Funny', 'count': 7}]",334.0,17.0,164.0,86.0,7.0,8.0,45.0,311.0,97.0,15.0,42.0,17.0,29.0,23.0
864,Nigel Marsh: How to make work-life balance work,How to make work-life balance work,"Work-life balance, says Nigel Marsh, is too important to be left in the hands of your employer. Marsh lays out an ideal day balanced between family time, personal time and productivity -- and offers some stirring encouragement to make it happen.","https://www.ted.com/talks/nigel_marsh_how_to_make_work_life_balance_work
",10.083333333333334,2010-05-28,2011-02-07,1383,41,283,3813685,Nigel Marsh,Author and marketer,1,137.15702479338842,TEDxSydney,tedx,[],"['TEDx', 'business', 'culture', 'life', 'motivation', 'work', 'work-life balance']","[{'id': 7, 'name': 'Funny', 'count': 981}, {'id': 10, 'name': 'Inspiring', 'count': 3318}, {'id': 24, 'name': 'Persuasive', 'count': 1360}, {'id': 1, 'name': 'Beautiful', 'count': 448}, {'id': 9, 'name': 'Ingenious', 'count': 213}, {'id': 22, 'name': 'Fascinating', 'count': 401}, {'id': 3, 'name': 'Courageous', 'count': 446}, {'id': 25, 'name': 'OK', 'count': 221}, {'id': 8, 'name': 'Informative', 'count': 426}, {'id': 23, 'name': 'Jaw-dropping', 'count': 112}, {'id': 21, 'name': 'Unconvincing', 'count': 47}, {'id': 26, 'name': 'Obnoxious', 'count': 29}, {'id': 11, 'name': 'Longwinded', 'count': 18}, {'id': 2, 'name': 'Confusing', 'count': 16}]",448.0,16.0,446.0,401.0,981.0,426.0,213.0,3318.0,112.0,18.0,221.0,29.0,1360.0,47.0
865,Cynthia Breazeal: The rise of personal robots,The rise of personal robots,"Cynthia Breazeal wonders: Why can we use robots on Mars, but not in our living rooms? The key, she says, is in training robots to interact with people. Now she dreams up and builds robots that teach, learn -- and play. Watch for amazing demo footage of a new interactive game for kids.","https://www.ted.com/talks/cynthia_breazeal_the_rise_of_personal_robots
",14.066666666666666,2010-12-08,2011-02-08,2575,27,189,1064574,Cynthia Breazeal,Roboticist ,1,183.0568720379147,TEDWomen 2010,women,"[151, 243, 302, 419, 534, 658, 853, 1162, 1194, 1244, 1474, 1536, 1661, 1900, 2034, 2064, 2376, 2389, 2451, 2498, 2547]","['AI', 'body language', 'business', 'communication', 'design', 'entertainment', 'robots', 'technology']","[{'id': 24, 'name': 'Persuasive', 'count': 115}, {'id': 8, 'name': 'Informative', 'count': 264}, {'id': 10, 'name': 'Inspiring', 'count': 287}, {'id': 22, 'name': 'Fascinating', 'count': 366}, {'id': 1, 'name': 'Beautiful', 'count': 51}, {'id': 21, 'name': 'Unconvincing', 'count': 112}, {'id': 25, 'name': 'OK', 'count': 123}, {'id': 11, 'name': 'Longwinded', 'count': 53}, {'id': 23, 'name': 'Jaw-dropping', 'count': 73}, {'id': 9, 'name': 'Ingenious', 'count': 196}, {'id': 26, 'name': 'Obnoxious', 'count': 35}, {'id': 2, 'name': 'Confusing', 'count': 14}, {'id': 7, 'name': 'Funny', 'count': 48}, {'id': 3, 'name': 'Courageous', 'count': 18}]",51.0,14.0,18.0,366.0,48.0,264.0,196.0,287.0,73.0,53.0,123.0,35.0,115.0,112.0
866,Hawa Abdi + Deqo Mohamed: Mother and daughter doctor-heroes,Mother and daughter doctor-heroes,"They've been called the ""saints of Somalia."" Doctor Hawa Abdi and her daughter Deqo Mohamed discuss their medical clinic in Somalia, where -- in the face of civil war and open oppression of women -- they've built a hospital, a school and a community of peace.","https://www.ted.com/talks/mother_and_daughter_doctor_heroes_hawa_abdi_deqo_mohamed
",8.716666666666667,2010-12-08,2011-02-09,1212,35,79,348647,Hawa Abdi + Deqo Mohamed,Somali doctors who treat women refugees,1,139.04397705544932,TEDWomen 2010,women,"[873, 1659, 1863]","['community', 'global issues', 'health', 'medicine', 'science', 'women']","[{'id': 22, 'name': 'Fascinating', 'count': 60}, {'id': 10, 'name': 'Inspiring', 'count': 301}, {'id': 1, 'name': 'Beautiful', 'count': 73}, {'id': 3, 'name': 'Courageous', 'count': 186}, {'id': 23, 'name': 'Jaw-dropping', 'count': 50}, {'id': 11, 'name': 'Longwinded', 'count': 2}, {'id': 25, 'name': 'OK', 'count': 14}, {'id': 9, 'name': 'Ingenious', 'count': 12}, {'id': 24, 'name': 'Persuasive', 'count': 17}, {'id': 8, 'name': 'Informative', 'count': 27}, {'id': 7, 'name': 'Funny', 'count': 5}, {'id': 21, 'name': 'Unconvincing', 'count': 2}, {'id': 26, 'name': 'Obnoxious', 'count': 2}, {'id': 2, 'name': 'Confusing', 'count': 0}]",73.0,0.0,186.0,60.0,5.0,27.0,12.0,301.0,50.0,2.0,14.0,2.0,17.0,2.0
867,Michael Pawlyn: Using nature's genius in architecture,Using nature's genius in architecture,"How can architects build a new world of sustainable beauty? By learning from nature. Michael Pawlyn describes three habits of nature that could transform architecture and society: radical resource efficiency, closed loops, and drawing energy from the sun.","https://www.ted.com/talks/michael_pawlyn_using_nature_s_genius_in_architecture
",13.766666666666667,2010-11-10,2011-02-10,2710,32,229,1740568,Michael Pawlyn,Architect,1,196.85230024213075,TEDSalon London 2010,salon,"[80, 498, 618, 825, 1323, 2113]","['architecture', 'biomimicry', 'design', 'science and art', 'sustainability']","[{'id': 23, 'name': 'Jaw-dropping', 'count': 358}, {'id': 22, 'name': 'Fascinating', 'count': 796}, {'id': 9, 'name': 'Ingenious', 'count': 1108}, {'id': 24, 'name': 'Persuasive', 'count': 573}, {'id': 10, 'name': 'Inspiring', 'count': 1321}, {'id': 11, 'name': 'Longwinded', 'count': 11}, {'id': 1, 'name': 'Beautiful', 'count': 154}, {'id': 8, 'name': 'Informative', 'count': 512}, {'id': 3, 'name': 'Courageous', 'count': 71}, {'id': 26, 'name': 'Obnoxious', 'count': 8}, {'id': 21, 'name': 'Unconvincing', 'count': 14}, {'id': 25, 'name': 'OK', 'count': 36}, {'id': 2, 'name': 'Confusing', 'count': 8}, {'id': 7, 'name': 'Funny', 'count': 10}]",154.0,8.0,71.0,796.0,10.0,512.0,1108.0,1321.0,358.0,11.0,36.0,8.0,573.0,14.0
868,Geert Chatrou: A whistleblower you haven't heard,A whistleblower you haven't heard,"World champion whistler Geert Chatrou performs the whimsical ""Eleonora"" by A. Honhoff, and his own ""Fête de la Belle."" In a fascinating interlude, he talks about what brought him to the craft.","https://www.ted.com/talks/a_whistleblower_you_haven_t_heard
",11.933333333333334,2010-06-04,2011-02-11,629,31,93,1917442,Geert Chatrou,Whistler,1,52.70949720670391,TEDxRotterdam 2010,tedx,"[86, 561]","['TEDx', 'entertainment', 'live music', 'music', 'performance']","[{'id': 23, 'name': 'Jaw-dropping', 'count': 216}, {'id': 22, 'name': 'Fascinating', 'count': 207}, {'id': 7, 'name': 'Funny', 'count': 175}, {'id': 1, 'name': 'Beautiful', 'count': 244}, {'id': 24, 'name': 'Persuasive', 'count': 5}, {'id': 21, 'name': 'Unconvincing', 'count': 11}, {'id': 26, 'name': 'Obnoxious', 'count': 30}, {'id': 10, 'name': 'Inspiring', 'count': 83}, {'id': 25, 'name': 'OK', 'count': 44}, {'id': 11, 'name': 'Longwinded', 'count': 38}, {'id': 3, 'name': 'Courageous', 'count': 14}, {'id': 9, 'name': 'Ingenious', 'count': 49}, {'id': 2, 'name': 'Confusing', 'count': 4}, {'id': 8, 'name': 'Informative', 'count': 4}]",244.0,4.0,14.0,207.0,175.0,4.0,49.0,83.0,216.0,38.0,44.0,30.0,5.0,11.0
869,Krista Tippett: Reconnecting with compassion,Reconnecting with compassion,"The term ""compassion"" -- typically reserved for the saintly or the sappy -- has fallen out of touch with reality. At a special TEDPrize@UN, journalist Krista Tippett deconstructs the meaning of compassion through several moving stories, and proposes a new, more attainable definition for the word.","https://www.ted.com/talks/krista_tippett_reconnecting_with_compassion
",15.883333333333333,2010-11-18,2011-02-14,2321,25,84,694181,Krista Tippett,Journalist,1,146.1280167890871,TEDPrize@UN,satellite,"[112, 204, 323, 324, 325, 326, 327, 328, 525, 905, 1006, 2282]","['charter for compassion', 'compassion', 'faith', 'religion', 'science']","[{'id': 10, 'name': 'Inspiring', 'count': 320}, {'id': 1, 'name': 'Beautiful', 'count': 175}, {'id': 24, 'name': 'Persuasive', 'count': 124}, {'id': 21, 'name': 'Unconvincing', 'count': 40}, {'id': 25, 'name': 'OK', 'count': 47}, {'id': 26, 'name': 'Obnoxious', 'count': 16}, {'id': 3, 'name': 'Courageous', 'count': 41}, {'id': 11, 'name': 'Longwinded', 'count': 47}, {'id': 8, 'name': 'Informative', 'count': 84}, {'id': 9, 'name': 'Ingenious', 'count': 13}, {'id': 22, 'name': 'Fascinating', 'count': 38}, {'id': 2, 'name': 'Confusing', 'count': 10}, {'id': 23, 'name': 'Jaw-dropping', 'count': 11}, {'id': 7, 'name': 'Funny', 'count': 0}]",175.0,10.0,41.0,38.0,0.0,84.0,13.0,320.0,11.0,47.0,47.0,16.0,124.0,40.0
870,Patricia Kuhl: The linguistic genius of babies,The linguistic genius of babies,"Patricia Kuhl shares astonishing findings about how babies learn one language over another -- by listening to the humans around them and ""taking statistics"" on the sounds they need to know. Clever lab experiments (and brain scans) show how 6-month-old babies use sophisticated reasoning to understand their world.","https://www.ted.com/talks/patricia_kuhl_the_linguistic_genius_of_babies
",10.283333333333333,2010-10-12,2011-02-15,1569,45,347,2513242,Patricia Kuhl,Language ,1,152.57698541329012,TEDxRainier,tedx,"[436, 605, 1033, 1075, 1239, 1988, 2095, 2216, 2298]","['TEDx', 'brain', 'children', 'language', 'science', 'technology']","[{'id': 24, 'name': 'Persuasive', 'count': 294}, {'id': 22, 'name': 'Fascinating', 'count': 1646}, {'id': 8, 'name': 'Informative', 'count': 1367}, {'id': 21, 'name': 'Unconvincing', 'count': 37}, {'id': 9, 'name': 'Ingenious', 'count': 351}, {'id': 10, 'name': 'Inspiring', 'count': 497}, {'id': 7, 'name': 'Funny', 'count': 90}, {'id': 23, 'name': 'Jaw-dropping', 'count': 273}, {'id': 25, 'name': 'OK', 'count': 141}, {'id': 1, 'name': 'Beautiful', 'count': 153}, {'id': 3, 'name': 'Courageous', 'count': 32}, {'id': 2, 'name': 'Confusing', 'count': 26}, {'id': 26, 'name': 'Obnoxious', 'count': 23}, {'id': 11, 'name': 'Longwinded', 'count': 21}]",153.0,26.0,32.0,1646.0,90.0,1367.0,351.0,497.0,273.0,21.0,141.0,23.0,294.0,37.0
871,Jacqueline Novogratz: Inspiring a life of immersion,Inspiring a life of immersion,"We each want to live a life of purpose, but where to start? In this luminous, wide-ranging talk, Jacqueline Novogratz introduces us to people she's met in her work in ""patient capital"" -- people who have immersed themselves in a cause, a community, a passion for justice. These human stories carry powerful moments of inspiration.","https://www.ted.com/talks/jacqueline_novogratz_inspiring_a_life_of_immersion
",17.8,2010-12-08,2011-02-16,2785,27,165,861056,Jacqueline Novogratz,Investor and advocate for moral leadership,1,156.46067415730337,TEDWomen 2010,women,"[34, 133, 457, 522, 671, 829, 835, 1124, 1164, 1202, 1514, 1659, 1671, 1922, 2049, 2330, 2369, 2400, 2430]","['culture', 'economics', 'global issues', 'investment', 'women in business']","[{'id': 24, 'name': 'Persuasive', 'count': 261}, {'id': 10, 'name': 'Inspiring', 'count': 864}, {'id': 3, 'name': 'Courageous', 'count': 307}, {'id': 1, 'name': 'Beautiful', 'count': 294}, {'id': 22, 'name': 'Fascinating', 'count': 108}, {'id': 8, 'name': 'Informative', 'count': 109}, {'id': 25, 'name': 'OK', 'count': 102}, {'id': 23, 'name': 'Jaw-dropping', 'count': 54}, {'id': 11, 'name': 'Longwinded', 'count': 73}, {'id': 21, 'name': 'Unconvincing', 'count': 44}, {'id': 26, 'name': 'Obnoxious', 'count': 6}, {'id': 9, 'name': 'Ingenious', 'count': 27}, {'id': 2, 'name': 'Confusing', 'count': 13}, {'id': 7, 'name': 'Funny', 'count': 4}]",294.0,13.0,307.0,108.0,4.0,109.0,27.0,864.0,54.0,73.0,102.0,6.0,261.0,44.0
872,"Lisa Gansky: The future of business is the ""mesh""","The future of business is the ""mesh""","Lisa Gansky, author of ""The Mesh,"" talks about a future of business that's about sharing all kinds of stuff, either via smart and tech-enabled rental or, more boldly, peer-to-peer. Examples across industries -- from music to cars -- show how close we are to this meshy future.","https://www.ted.com/talks/lisa_gansky_the_future_of_business_is_the_mesh
",14.783333333333333,2011-01-08,2011-02-17,2359,26,76,710327,Lisa Gansky,Entrepreneur,1,159.5715896279594,TED@MotorCity,satellite,"[70, 75, 185, 245, 425, 832, 964, 1283, 1324, 1401, 1487, 2004, 2153]","['business', 'technology']","[{'id': 23, 'name': 'Jaw-dropping', 'count': 10}, {'id': 10, 'name': 'Inspiring', 'count': 138}, {'id': 8, 'name': 'Informative', 'count': 200}, {'id': 25, 'name': 'OK', 'count': 62}, {'id': 21, 'name': 'Unconvincing', 'count': 37}, {'id': 2, 'name': 'Confusing', 'count': 18}, {'id': 11, 'name': 'Longwinded', 'count': 37}, {'id': 24, 'name': 'Persuasive', 'count': 68}, {'id': 22, 'name': 'Fascinating', 'count': 50}, {'id': 9, 'name': 'Ingenious', 'count': 44}, {'id': 1, 'name': 'Beautiful', 'count': 7}, {'id': 26, 'name': 'Obnoxious', 'count': 7}, {'id': 3, 'name': 'Courageous', 'count': 13}, {'id': 7, 'name': 'Funny', 'count': 8}]",7.0,18.0,13.0,50.0,8.0,200.0,44.0,138.0,10.0,37.0,62.0,7.0,68.0,37.0
873,Madeleine Albright: On being a woman and a diplomat,On being a woman and a diplomat,"Former US Secretary of State Madeleine Albright talks bluntly about politics and diplomacy, making the case that women's issues deserve a place at the center of foreign policy. Far from being a ""soft"" issue, she says, women's issues are often the very hardest ones, dealing directly with life and death. A frank and funny Q&A with Pat Mitchell from the Paley Center.","https://www.ted.com/talks/madeleine_albright_on_being_a_woman_and_a_diplomat
",12.983333333333333,2010-12-08,2011-02-18,2187,35,107,729867,Madeleine Albright,Former US Secretary of State,1,168.4467265725289,TEDWomen 2010,women,"[24, 172, 295, 671, 818, 826, 829, 835, 866, 981, 1124, 1181, 1202, 1246, 1263, 1514, 1526, 1659, 1663, 1671, 2001, 2006, 2008, 2019, 2043, 2049, 2065, 2244, 2269, 2320, 2325, 2330, 2356, 2400, 2430, 2455]","['Foreign Policy', 'Gender equality', 'business', 'iraq']","[{'id': 10, 'name': 'Inspiring', 'count': 507}, {'id': 3, 'name': 'Courageous', 'count': 175}, {'id': 1, 'name': 'Beautiful', 'count': 68}, {'id': 22, 'name': 'Fascinating', 'count': 126}, {'id': 7, 'name': 'Funny', 'count': 215}, {'id': 8, 'name': 'Informative', 'count': 121}, {'id': 24, 'name': 'Persuasive', 'count': 137}, {'id': 9, 'name': 'Ingenious', 'count': 22}, {'id': 23, 'name': 'Jaw-dropping', 'count': 38}, {'id': 21, 'name': 'Unconvincing', 'count': 15}, {'id': 26, 'name': 'Obnoxious', 'count': 32}, {'id': 25, 'name': 'OK', 'count': 28}, {'id': 11, 'name': 'Longwinded', 'count': 12}, {'id': 2, 'name': 'Confusing', 'count': 4}]",68.0,4.0,175.0,126.0,215.0,121.0,22.0,507.0,38.0,12.0,28.0,32.0,137.0,15.0
874,Noreena Hertz: How to use experts -- and when not to,How to use experts -- and when not to,"We make important decisions every day -- and we often rely on experts to help us decide. But, says economist Noreena Hertz, relying too much on experts can be limiting and even dangerous. She calls for us to start democratizing expertise -- to listen not only to ""surgeons and CEOs, but also to shop staff.""","https://www.ted.com/talks/noreena_hertz_how_to_use_experts_and_when_not_to
",18.3,2010-11-04,2011-02-21,2070,31,273,880598,Noreena Hertz,Economist,1,113.11475409836065,TEDSalon London 2010,salon,[],"['business', 'choice', 'culture', 'economics']","[{'id': 8, 'name': 'Informative', 'count': 325}, {'id': 24, 'name': 'Persuasive', 'count': 356}, {'id': 9, 'name': 'Ingenious', 'count': 47}, {'id': 1, 'name': 'Beautiful', 'count': 45}, {'id': 10, 'name': 'Inspiring', 'count': 282}, {'id': 25, 'name': 'OK', 'count': 138}, {'id': 11, 'name': 'Longwinded', 'count': 179}, {'id': 21, 'name': 'Unconvincing', 'count': 273}, {'id': 22, 'name': 'Fascinating', 'count': 109}, {'id': 26, 'name': 'Obnoxious', 'count': 100}, {'id': 3, 'name': 'Courageous', 'count': 211}, {'id': 23, 'name': 'Jaw-dropping', 'count': 27}, {'id': 2, 'name': 'Confusing', 'count': 30}, {'id': 7, 'name': 'Funny', 'count': 3}]",45.0,30.0,211.0,109.0,3.0,325.0,47.0,282.0,27.0,179.0,138.0,100.0,356.0,273.0
